	10CA_S168pdamsymd.sam.counts	10CL_S148pdamsymd.sam.counts	10NA_S169pdamsymd.sam.counts	10NL_S149pdamsymd.sam.counts	1CA_S150pdamsymd.sam.counts	1NA_S151pdamsymd.sam.counts	1NL_S136pdamsymd.sam.counts	2CA_S152pdamsymd.sam.counts	2NA_S153pdamsymd.sam.counts	3CA_S154pdamsymd.sam.counts	3CL_S137pdamsymd.sam.counts	3NA_S155pdamsymd.sam.counts	3NL_S138pdamsymd.sam.counts	4CA_S156pdamsymd.sam.counts	4CL_S139pdamsymd.sam.counts	4NA_S157pdamsymd.sam.counts	5CA_S158pdamsymd.sam.counts	5CL_S140pdamsymd.sam.counts	5NA_S159pdamsymd.sam.counts	6CA_S160pdamsymd.sam.counts	6CL_S141pdamsymd.sam.counts	6NA_S161pdamsymd.sam.counts	6NL_S142pdamsymd.sam.counts	7CA_S162pdamsymd.sam.counts	7CL_S143pdamsymd.sam.counts	7NA_S163pdamsymd.sam.counts	8CA_S164pdamsymd.sam.counts	8CL_S144pdamsymd.sam.counts	8NA_S165pdamsymd.sam.counts	8NL_S145pdamsymd.sam.counts	9CA_S166pdamsymd.sam.counts	9CL_S146pdamsymd.sam.counts	9NA_S167pdamsymd.sam.counts	9NL_S147pdamsymd.sam.counts	
isogroup00024148	4	2	4	4	1	7	2	4	2	2	1	2	2	2	2	3	2	4	2	1	4	5	2	1	2	4	3	3	2	2	2	3	3	5	
isogroup00024150	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024151	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	3	0	0	0	1	0	1	0	0	0	2	0	
isogroup00024152	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024153	9	12	18	6	17	9	7	16	6	11	12	11	7	14	11	16	7	9	18	8	11	13	11	6	7	13	26	8	17	16	16	3	16	5	
isogroup00024154	2	0	2	1	0	2	1	2	2	1	1	0	0	2	1	1	2	0	1	2	1	2	1	1	0	2	4	0	1	1	0	0	3	0	
isogroup00024155	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
isogroup00024156	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024157	2	2	0	5	2	0	1	1	0	1	1	3	5	1	2	1	3	3	1	1	4	1	1	3	13	4	0	3	3	1	1	2	4	2	
isogroup00024158	6	7	6	12	5	6	7	5	3	3	18	7	23	2	13	3	9	18	4	2	12	3	12	1	4	3	6	9	3	10	6	8	10	8	
isogroup00024159	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	
isogroup00024161	3	2	0	0	0	0	1	4	1	2	0	1	6	1	2	0	0	5	0	1	1	1	1	0	0	0	0	0	1	0	0	2	0	0	
isogroup00024162	1	2	2	3	2	2	2	1	1	1	1	4	6	2	2	3	1	2	0	1	2	1	1	3	1	3	1	4	4	2	0	4	0	2	
isogroup00024163	1	2	0	1	1	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	
isogroup00024164	1	1	5	4	3	3	3	2	1	1	1	3	0	4	1	3	2	6	3	6	4	4	0	1	3	0	5	9	3	4	3	0	6	2	
isogroup00024165	1	3	2	9	2	1	3	0	1	1	2	1	5	0	4	3	1	5	0	1	6	1	2	0	5	2	0	3	1	4	0	7	0	7	
isogroup00024166	0	124	2	82	3	1	62	1	1	0	71	2	103	1	64	0	0	76	0	1	92	0	68	3	51	3	0	93	0	56	0	57	2	89	
isogroup00024167	190	224	172	264	171	179	170	154	112	137	173	155	247	135	230	198	173	246	142	132	259	115	235	137	239	220	234	262	205	200	142	168	156	155	
isogroup00024168	246	177	281	235	214	240	137	406	275	237	130	188	235	282	156	218	244	248	172	314	188	200	178	182	160	361	250	205	189	177	211	208	300	148	
isogroup00024169	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	
isogroup00024170	0	2	0	0	2	0	0	0	0	0	2	0	3	4	0	0	1	0	1	2	0	1	1	1	0	0	0	1	3	3	0	2	0	0	
isogroup00024171	3	3	1	3	0	2	4	5	3	4	3	2	6	3	2	2	3	5	5	5	0	0	8	1	1	4	2	6	0	3	1	4	4	4	
isogroup00024172	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	
isogroup00024173	0	1	0	3	0	0	3	0	0	0	2	0	2	1	4	2	0	5	1	0	1	0	3	0	2	1	0	1	0	2	3	1	1	3	
isogroup00024174	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	
isogroup00024175	1	5	1	2	0	0	0	0	1	2	4	3	1	1	3	3	2	0	1	2	1	2	2	3	4	2	1	7	1	5	0	2	1	4	
isogroup00024176	4	1	4	0	3	3	0	1	1	0	0	8	0	6	1	4	6	1	4	4	0	8	0	1	0	8	3	0	3	0	1	0	1	0	
isogroup00024177	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024178	0	3	0	0	0	0	0	0	0	0	2	1	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	
isogroup00024179	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	
isogroup00024180	0	0	1	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup00024182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024183	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024184	0	4	0	1	2	0	1	0	0	1	4	1	0	0	2	3	2	5	2	1	3	3	4	1	5	0	2	3	3	3	6	3	1	5	
isogroup00024185	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	
isogroup00024187	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup00024189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024190	5	0	4	0	1	0	0	1	0	0	0	1	0	3	0	4	7	0	5	2	0	3	0	2	0	1	3	0	3	0	2	0	1	0	
isogroup00024191	2	1	0	4	6	3	3	7	4	4	3	2	4	3	1	6	2	2	1	1	6	2	5	2	6	4	9	2	3	0	3	1	0	3	
isogroup00024192	3	0	1	1	2	0	0	2	1	0	0	4	4	0	0	4	0	0	0	1	1	1	1	0	0	2	4	0	3	0	1	1	3	1	
isogroup00024193	0	0	0	1	1	1	2	0	0	0	2	0	0	0	1	0	0	3	0	2	1	1	1	0	2	1	0	7	1	3	0	1	0	1	
isogroup00024194	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	1	0	3	0	0	0	2	0	1	2	0	1	0	0	0	1	
isogroup00024195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024196	30	33	28	49	31	23	28	45	6	21	36	18	53	27	37	30	29	45	22	38	36	23	33	21	38	54	33	34	31	32	30	21	44	39	
isogroup00024197	2	0	3	0	1	0	1	1	1	4	2	1	4	3	2	3	0	0	6	1	1	3	1	1	0	1	2	1	0	1	2	2	3	1	
isogroup00024198	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	2	2	0	1	1	0	0	0	1	0	2	5	0	6	0	0	0	1	0	
isogroup00024199	13	0	7	2	0	1	0	0	1	8	0	9	3	4	0	1	7	0	5	10	0	1	2	2	1	6	9	0	5	0	4	0	7	0	
isogroup00024200	2	0	3	0	1	2	0	0	1	2	0	5	1	2	0	4	3	0	1	1	0	2	0	0	0	2	8	0	2	0	1	0	3	0	
isogroup00024201	15	0	17	3	21	0	1	5	13	6	0	13	0	15	1	24	14	2	11	12	0	9	0	9	1	22	17	1	18	0	10	2	13	1	
isogroup00024205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup00024206	61	58	79	40	54	36	38	69	38	52	52	68	55	73	38	61	58	58	50	68	49	60	61	24	36	55	60	35	53	28	62	48	83	50	
isogroup00024207	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024208	0	2	0	1	0	2	2	0	0	0	1	0	1	0	1	1	2	1	0	4	0	0	0	0	0	0	1	0	1	1	0	0	1	0	
isogroup00024209	1	1	0	0	1	2	0	2	0	0	0	0	2	0	1	0	2	1	0	1	1	0	4	1	0	1	3	1	0	0	1	0	3	0	
isogroup00024210	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00024211	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	
isogroup00024212	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	
isogroup00024213	28	20	15	20	11	38	15	36	26	12	20	12	24	14	14	21	17	19	21	17	15	20	21	9	6	29	37	12	24	11	9	9	25	37	
isogroup00024214	36	32	24	32	26	46	21	44	25	28	20	25	31	27	23	11	25	34	27	22	28	13	26	20	22	62	24	14	28	28	27	20	33	18	
isogroup00024216	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00024218	3	19	4	5	5	2	14	0	1	3	32	2	33	5	6	1	5	19	4	1	8	4	32	3	7	2	3	9	2	22	16	10	3	14	
isogroup00024219	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024220	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024221	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	1	0	0	
isogroup00024222	2	1	2	0	0	5	0	0	2	2	0	0	0	2	0	0	0	2	1	0	0	1	2	0	1	1	1	0	0	0	0	0	1	0	
isogroup00024223	1	0	0	2	2	2	1	2	1	0	1	1	3	1	2	1	0	1	2	0	5	3	0	1	1	0	1	3	1	2	2	1	3	1	
isogroup00024224	0	2	2	3	2	1	1	0	4	0	1	1	3	3	5	1	1	1	1	0	5	0	2	0	2	0	2	3	1	3	3	1	1	4	
isogroup00024225	39	48	36	28	29	64	24	35	36	25	36	16	36	34	34	34	26	35	26	34	32	20	31	21	45	41	34	36	24	28	26	33	55	22	
isogroup00024226	104	198	113	209	137	123	135	110	61	117	152	101	216	119	174	120	98	206	117	136	234	116	209	71	185	123	142	176	137	137	140	154	124	185	
isogroup00024227	0	3	0	2	1	3	0	0	1	0	2	2	4	1	5	2	0	3	1	1	2	2	3	0	2	2	1	0	0	0	3	2	2	2	
isogroup00024228	2	0	0	2	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	4	0	0	0	0	0	1	1	1	0	0	1	0	0	
isogroup00024229	1	3	0	2	2	2	3	8	0	1	4	2	1	2	2	2	0	2	1	1	1	2	1	1	1	4	2	2	1	4	0	2	2	0	
isogroup00024230	1	9	8	14	23	5	5	3	1	5	13	2	21	9	7	0	4	20	3	5	8	9	18	8	18	11	2	3	0	1	8	11	11	8	
isogroup00024233	4	3	13	2	7	10	6	11	2	3	5	4	7	11	5	8	5	5	4	9	6	3	2	6	5	19	7	4	8	3	12	4	8	5	
isogroup00024234	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024236	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	3	0	0	1	1	0	1	0	0	2	1	1	
isogroup00024237	1	0	1	1	0	1	1	2	1	0	0	0	1	0	4	1	0	2	1	0	3	0	1	2	0	1	1	0	1	2	0	0	1	2	
isogroup00024238	0	0	0	0	0	2	1	4	10	1	0	1	0	2	1	1	0	2	1	1	3	0	2	2	1	3	0	1	0	4	0	0	1	2	
isogroup00024239	2	3	0	1	1	1	0	2	0	0	2	0	0	0	2	0	2	2	2	0	1	0	4	0	0	1	0	1	0	3	1	2	3	0	
isogroup00024240	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024241	2	1	2	3	0	2	2	0	0	0	5	0	1	2	2	1	1	3	1	0	2	0	6	0	3	2	0	1	0	0	0	2	3	4	
isogroup00024243	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup00024246	1	1	1	2	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	
isogroup00024247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024249	8	7	4	4	5	9	6	12	11	10	8	5	18	4	9	4	9	6	2	3	9	6	7	1	7	8	5	10	4	12	1	10	6	2	
isogroup00024250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024251	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
isogroup00024252	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	
isogroup00024254	14	18	12	8	8	13	3	14	5	9	5	5	14	11	8	9	10	8	9	4	7	11	9	4	14	17	14	12	15	10	10	5	8	12	
isogroup00024255	0	5	0	3	0	1	4	1	0	0	4	0	4	2	1	0	1	2	1	1	2	1	3	0	2	0	0	1	3	2	2	0	0	6	
isogroup00024258	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00024259	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024261	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024262	3	8	5	2	3	6	1	7	7	3	3	2	6	2	4	1	0	2	2	6	4	4	1	3	4	0	1	1	2	2	2	3	5	1	
isogroup00024263	79	91	81	119	67	35	56	25	13	43	63	47	99	77	80	55	58	104	62	38	97	60	76	33	73	49	61	63	58	64	74	76	82	84	
isogroup00024269	5	9	7	17	8	12	10	2	3	2	11	5	13	8	14	10	8	13	6	8	8	2	16	4	17	9	10	16	6	11	11	8	14	4	
isogroup00024270	9	6	7	2	4	4	1	6	8	8	3	7	4	5	2	6	9	9	6	5	4	7	4	7	7	13	4	3	8	6	7	3	10	6	
isogroup00024271	1	5	0	4	3	1	2	2	2	1	4	2	6	0	4	1	3	3	2	1	7	1	5	1	3	2	1	3	1	5	1	3	0	5	
isogroup00024272	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	
isogroup00024273	8	1	3	0	4	6	0	7	3	5	1	8	0	4	1	1	3	0	6	7	0	0	1	3	2	3	4	0	6	1	6	0	5	1	
isogroup00024274	70	3	114	3	119	1	2	78	69	118	0	100	3	66	0	40	67	2	64	123	0	52	2	2	3	3	121	2	70	0	97	2	146	0	
isogroup00024275	0	2	2	1	2	0	3	0	0	0	4	0	1	0	3	0	0	3	0	2	1	0	1	0	3	0	0	0	0	0	1	3	3	0	
isogroup00024278	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024279	0	0	1	0	0	2	0	2	1	0	0	1	0	1	0	0	0	3	0	1	0	1	2	1	1	2	2	1	1	2	0	0	0	0	
isogroup00024280	5	2	3	3	1	3	2	5	1	3	1	1	0	1	1	2	2	1	2	4	4	1	3	0	0	5	2	4	2	1	0	1	4	0	
isogroup00024281	3	1	3	0	1	1	0	0	0	2	0	0	0	2	1	0	0	0	2	1	0	0	1	1	1	1	0	0	1	0	2	1	1	0	
isogroup00024282	1	1	0	4	3	1	1	0	0	0	3	1	0	1	4	0	2	2	0	2	0	3	0	1	3	2	1	2	2	0	2	0	0	1	
isogroup00024283	5	1	5	1	3	2	1	3	5	5	1	5	2	3	0	4	4	4	6	2	4	3	2	2	2	9	5	0	4	0	10	2	5	2	
isogroup00024284	2	0	1	1	2	2	1	0	0	0	2	2	5	1	0	2	1	1	0	1	3	0	1	0	1	3	1	2	1	0	1	1	2	0	
isogroup00024285	6	6	5	3	9	8	14	0	1	6	4	4	5	2	7	2	6	4	5	4	6	2	5	7	13	12	3	5	4	6	6	3	2	9	
isogroup00024286	14	12	12	21	18	6	12	1	4	17	19	16	26	15	11	1	15	29	10	9	21	11	23	9	34	16	2	3	2	0	12	13	19	24	
isogroup00024287	1	4	1	2	1	0	0	1	0	1	3	0	4	0	2	1	1	3	2	0	3	0	2	1	2	1	3	1	2	0	5	4	3	2	
isogroup00024288	1	3	2	7	0	3	2	2	0	0	2	2	3	0	0	2	1	4	0	1	4	1	4	0	1	2	2	2	2	2	6	0	5	6	
isogroup00024289	27	19	17	18	16	13	6	45	10	20	17	11	20	10	12	13	19	20	14	24	22	18	15	21	10	24	14	21	15	11	16	13	27	5	
isogroup00024290	1	2	7	4	1	2	0	6	4	11	3	6	4	10	5	1	12	0	9	7	3	5	3	1	2	2	1	2	3	1	6	7	6	5	
isogroup00024291	4	6	5	8	3	1	1	2	3	4	1	4	7	5	6	0	5	8	2	4	2	3	2	0	0	1	1	1	2	4	3	2	6	3	
isogroup00024292	2	1	1	0	2	2	3	1	2	2	3	4	4	7	1	2	2	0	1	6	2	0	0	1	2	3	2	0	7	3	4	1	3	0	
isogroup00024293	4	3	8	4	6	4	1	4	4	2	5	7	7	5	3	4	4	2	1	3	4	5	1	4	3	6	12	2	3	1	13	3	7	3	
isogroup00024294	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024295	3	20	7	19	6	2	7	5	4	4	14	5	24	4	15	4	3	18	6	3	20	10	16	1	5	3	3	8	3	5	4	16	4	22	
isogroup00024297	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	
isogroup00024299	1	1	2	0	0	0	0	0	0	1	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	
isogroup00024300	1	1	0	3	3	1	1	0	1	0	0	0	0	0	3	1	0	0	1	0	1	1	1	0	0	0	4	1	1	1	2	1	2	4	
isogroup00024301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup00024302	0	0	1	2	0	7	1	0	0	0	1	1	0	1	0	0	1	1	2	1	0	1	1	1	2	0	1	0	0	0	1	0	2	2	
isogroup00024305	0	0	0	0	0	2	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	0	0	1	
isogroup00024307	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024308	0	0	1	0	2	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup00024309	0	2	2	0	1	0	1	0	0	0	2	4	3	1	0	5	1	1	2	1	0	3	2	2	0	2	1	0	4	4	20	1	2	3	
isogroup00024310	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	2	0	0	
isogroup00024311	4	9	9	5	18	6	10	2	6	4	9	9	11	6	7	8	3	11	3	11	4	6	8	4	6	15	5	11	7	5	7	5	10	4	
isogroup00024312	5	2	3	0	0	1	0	2	1	2	6	3	2	2	1	0	2	1	3	4	0	3	1	0	1	0	4	1	4	0	4	3	2	1	
isogroup00024313	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	4	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	0	
isogroup00024314	6	30	11	28	7	12	7	11	11	10	35	9	38	14	20	5	8	34	12	13	25	12	35	5	20	16	11	14	14	11	24	25	17	28	
isogroup00024315	5	1	4	1	1	3	1	5	5	7	4	2	4	5	2	2	3	1	1	5	2	3	2	0	1	2	2	1	2	1	3	0	5	7	
isogroup00024316	0	16	0	5	0	1	2	0	0	1	16	1	14	4	2	0	1	8	2	0	12	1	15	0	1	0	1	1	0	1	11	7	1	15	
isogroup00024317	6	6	5	8	6	5	9	7	8	4	6	9	5	4	4	7	8	3	9	7	9	3	7	1	9	7	5	8	9	7	6	2	12	4	
isogroup00024318	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	0	0	0	0	2	
isogroup00024319	0	3	1	2	0	0	2	2	0	2	4	2	6	0	6	3	4	3	1	5	3	2	2	1	3	2	4	2	3	4	2	3	4	0	
isogroup00024322	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup00024323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00024324	2	4	5	2	1	1	0	0	1	1	4	0	3	1	3	3	0	1	0	3	6	0	2	0	0	1	1	2	1	2	0	1	0	3	
isogroup00024325	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024330	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup00024331	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	
isogroup00024332	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
isogroup00024333	4	12	4	21	1	5	5	4	2	6	11	7	14	4	16	11	7	12	6	5	15	6	13	4	6	1	5	6	5	12	12	10	6	10	
isogroup00024335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
isogroup00024336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00024337	37	2	23	1	30	28	0	14	11	14	2	17	2	19	1	24	23	2	16	28	2	10	6	13	1	32	36	1	26	0	21	1	27	0	
isogroup00024338	14	14	13	9	6	11	6	11	13	12	7	20	8	11	13	11	17	16	9	7	8	11	17	5	4	15	7	4	3	5	14	10	14	5	
isogroup00024339	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	
isogroup00024341	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00024346	4	0	3	1	3	5	0	1	7	3	2	3	1	4	2	1	4	0	1	3	2	3	0	1	1	3	6	4	5	3	3	3	3	0	
isogroup00024347	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00024348	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	
isogroup00024349	0	0	1	0	1	1	0	1	0	0	0	2	0	1	0	2	2	0	0	1	0	0	0	2	0	1	2	0	1	0	1	0	1	0	
isogroup00024350	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	0	0	1	0	1	0	2	0	1	7	0	1	0	3	0	2	0	
isogroup00024352	3	1	4	4	1	0	2	2	0	3	2	2	5	2	4	1	3	4	3	0	5	3	1	1	1	4	1	3	2	1	2	1	1	2	
isogroup00024354	3	3	1	5	1	1	0	1	2	2	2	0	2	4	0	1	4	3	2	0	0	4	0	2	0	1	1	1	1	1	3	1	1	1	
isogroup00024355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup00024356	6	9	10	9	1	2	0	0	1	4	7	6	6	9	10	1	5	5	7	9	9	5	6	1	2	1	4	1	3	0	2	7	15	5	
isogroup00024357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00024358	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	
isogroup00024360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00024362	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
isogroup00024365	0	2	1	9	1	2	2	0	0	0	2	1	3	1	6	0	1	5	1	1	5	4	7	1	5	1	0	5	1	2	1	4	2	4	
